Id,NDVI_mean,NDVI_min,NDVI_max,Fecha
88,0.5630457885107193,0.38428158148505304,0.6917015513420339,2023-03-07
89,0.5176787217446382,0.37903717245581964,0.6201641266119577,2023-03-09
90,0.5531981352977154,0.33976353453640323,0.6757990867579908,2023-03-12
91,0.5806198135173812,0.42569759896171316,0.680359820089955,2023-03-16
92,0.5569113524937416,0.3720583854632112,0.6593471810089021,2023-03-17
93,0.5755977290758542,0.3637356635718187,0.6946175637393768,2023-03-21
94,0.5987249412518401,0.44057142857142856,0.6946224575090555,2023-03-26
95,0.44855854600363326,0.30133333333333334,0.6421994212049461,2023-04-03
96,0.4433109257529398,0.2267852471880722,0.6974557522123894,2023-04-12
97,0.44567331405670635,0.2584529874942103,0.6849872773536896,2023-04-14
98,0.45624608670657807,0.27440758293838863,0.6648976497346475,2023-04-18
99,0.2919309279299576,0.22280833961316251,0.43469562732209205,2023-04-29
