Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,Valor,Kc,ETc
8,2022-03-17,4,0.2049707847463261,0.1817180616740088,0.2603305785123967,-0.1061772021801808,-0.1557834757834758,0.0138856201459166,1.238621592235719,0.9726090993500464,1.369060475161987,6.4901423,0.405716402458275,2.6331571853982743
9,2022-03-22,4,0.2077385012628468,0.1800433839479392,0.2841025641025641,-0.0687733781433696,-0.1206713154473466,0.0558423275457531,1.1490299981214562,0.8942222222222223,1.2744623655913978,6.49226,0.4088992764522738,2.6546804165400393
6,2022-03-27,4,0.0239216790987693,-0.0687960687960688,0.2588652482269503,-0.4163334691147259,-0.609271523178808,-0.1789205269868253,2.4464953764829347,1.4358178053830228,4.11864406779661,5.696387,0.1975099309635847,1.1250930031118613
7,2022-04-01,4,0.0797755630617489,-0.2057971014492753,0.2868719611021069,-0.4390406281237605,-0.622093023255814,-0.1857142857142857,2.603678894898409,1.456140350877193,4.292307692307692,5.6393614,0.26174189752101124,1.4760571536427465
5,2022-04-06,4,0.1163461285271802,0.0892561983471074,0.1768754301445285,-0.1639932507120911,-0.2298784018529241,-0.0922487474211612,1.3936173352697296,1.2032467532467532,1.5969924812030074,7.3021927,0.3037980478062572,2.2183918869651023
4,2022-04-11,4,0.2108321378870087,0.1566469093988145,0.2887287699433865,-0.3504324353995909,-0.419502430654847,-0.2395709177592372,2.083642890293356,1.6300940438871474,2.445320197044335,7.250565,0.41245695857006,2.990545987814527
3,2022-04-16,4,0.2276047645939686,0.1694094869312681,0.2857142857142857,-0.3061027296541121,-0.3798994974874372,-0.2126951625287944,1.885924346393728,1.5403120936280883,2.2252836304700163,6.3235817,0.43174547928306395,2.7301778118521125
11,2022-04-21,4,0.2155869427257929,0.1499210941609679,0.2686046511627907,-0.1829537794745011,-0.235919653406853,-0.1007518796992481,1.4494260565347858,1.2240802675585285,1.6175257731958763,4.4672465,0.41792498413466184,1.8669739226381237
10,2022-04-26,4,0.2088480240723876,-0.0676621558562762,0.3303269447576099,-0.0261742706437314,-0.2452521952215642,0.0683829444891391,1.0656549744280115,0.8719879518072289,1.649891774891775,3.7220933,0.4101752276832457,1.5267104667857834
13,2022-05-01,4,0.2613002409946084,0.1550032701111837,0.3270893371757925,-0.1775656232440485,-0.2567414457285293,-0.0354468297553669,1.437454704878932,1.0734989648033126,1.6908536585365854,4.4319563,0.4704952771437997,2.0852145076577093
