Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,Valor,Kc,ETc
10,2022-05-11,15,0.1176197042735484,0.0408958130477117,0.2384446074834923,-0.0525531105840621,-0.2216477076870044,0.1189956331877729,1.114920681904736,0.7873170731707317,1.569530558015943,5.807129,0.3052626599145807,1.7726996450070989
9,2022-05-16,15,0.2092502609706366,0.1440032089851584,0.5629904997934738,-0.1522373298903667,-0.2294840294840295,0.1172128727487452,1.3626024546597768,0.790169133192389,1.5956632653061225,7.349682,0.4106378001162321,3.0180572480338688
15,2022-05-21,15,0.2197511760910709,0.1560747663551402,0.5184191266162479,-0.1542411774888973,-0.2439362439362439,0.0888733379986004,1.3688929191217205,0.8367609254498715,1.6452795600366636,7.3157825,0.4227138525047315,3.0924826046616958
14,2022-05-26,15,0.2362965082026972,0.1626934337097448,0.5300546448087432,-0.1563436581024494,-0.2217779144878499,0.0967158782765893,1.3736503664197273,0.8236263736263736,1.5699604743083004,5.7195063,0.44174098443310184,2.526540343433328
17,2022-05-31,15,0.2476610897466877,0.1365719523373052,0.5439170758319695,-0.1020350892919075,-0.2656467315716272,0.196894848270995,1.2367684544604125,0.6709905660377359,1.7234848484848484,6.1670136,0.45481025320869084,2.80482101695744
18,2022-06-05,15,0.2910968924284521,0.1753479125248509,0.6589948332550494,-0.1259369621338374,-0.2200389980500975,0.1291291291291291,1.2919030917658183,0.7712765957446809,1.564230769230769,7.5889745,0.5047614262927199,3.8306215927190808
16,2022-06-10,15,0.3242495843080096,0.1920704845814978,0.6615846038490377,-0.1249403618600817,-0.2234098475556334,0.1308562197092084,1.290212674264073,0.7685714285714286,1.5753610108303249,6.914571,0.542887021954211,3.7538308582809505
22,2022-06-20,15,0.3612784855340831,0.1994572591587517,0.6181443298969073,-0.0528237202884002,-0.1555341983020983,0.1760084604925215,1.1152586062223389,0.7006680369989723,1.368361153262519,5.545442,0.5854702583641955,3.2466913604836614
21,2022-06-25,15,0.4469882475876711,0.2311827956989247,0.7957464729416719,-0.0850417129281303,-0.2537070229753951,0.2401142685310479,1.1933921724945007,0.6127546071774975,1.6799126637554584,6.3322377,0.6840364847258218,4.3314816167563235
19,2022-06-30,15,0.475539087308704,0.25,0.7862562323867331,-0.0571180095314196,-0.235254691689008,0.2296650717703349,1.1275722481982149,0.6264591439688716,1.6152497808939528,5.929358,0.7168699504050096,4.250578575393546
