Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,Valor,Kc,ETc
10,2022-05-16,14,0.3630133267728378,0.2972972972972973,0.5104770396790014,-0.1049103182475216,-0.1743308167467398,0.0716669315112029,6.972256,0.5874653257887634,4.09595864252266
18,2022-05-21,14,0.3650847725538879,0.2615617892342683,0.5416848537756438,-0.0756960831045497,-0.1262872628726287,0.0679760626054933,7.010074,0.589847488436971,4.134874542657311
16,2022-05-31,14,0.3657470820587001,0.2849162011173184,0.4534786253143336,-0.0680613538602423,-0.1244226731980405,0.0534979423868312,5.970695,0.5906091443675051,3.526347065229341
15,2022-06-05,14,0.4134300038303554,0.2797619047619047,0.5831344470962609,-0.0437733187370091,-0.1109940750493745,0.1265760602587195,7.2012568,0.6454445044049086,4.648011626368478
14,2022-06-10,14,0.4115002624044141,0.2479068074262832,0.5817610062893082,-0.0310003565906768,-0.0932475884244373,0.1057631412286257,6.623547,0.6432253017650762,4.260433017830166
21,2022-06-25,14,0.4951275568611653,0.3350275307073274,0.6398144242935471,-0.0080677286890604,-0.0775510204081632,0.1626346459473777,6.116605,0.7393966903903401,4.522597493425006
23,2022-06-30,14,0.4930479209437135,0.2961240310077519,0.6417362950886488,-0.0013690938182188,-0.0804210526315789,0.1100725221595487,5.7948074,0.7370051090852705,4.270802659965133
24,2022-07-10,14,0.4249031457760554,0.2459016393442623,0.5475648611743287,-0.0283554659334359,-0.1118922085530169,0.0728862973760933,6.8954334,0.6586386176424637,4.541598722621673
25,2022-07-15,14,0.3787128216028531,0.2403960396039604,0.4615384615384615,0.0120624691060169,-0.1007121057985757,0.1138723404255319,4.057682,0.605519744843281,2.457006569295174
29,2022-07-15,14,0.3859412082549095,0.2668810289389067,0.4645999162128194,0.0161505683871808,-0.0920821114369501,0.1331290432414028,4.057682,0.6138323894931459,2.490736637863327
27,2022-07-20,14,0.3991101256321116,0.2428219852337982,0.5282933454051607,-0.0339265460522527,-0.1426937374892765,0.0662471595874847,6.871166,0.6289766444769284,4.321802934323958
26,2022-07-30,14,0.5151028850572241,0.3329694323144105,0.6460402342755284,0.0294762708666386,-0.1198414128671832,0.1404375441072688,5.492854,0.7623683178158077,4.187577863987831
31,2022-08-04,14,0.4947501712463019,0.2947976878612717,0.6186213070725156,0.0094515554765875,-0.139402362751911,0.1222203644875438,6.124797,0.7389626969332471,4.525996509288661
30,2022-08-09,14,0.5037715252684806,0.2869198312236287,0.6567164179104478,0.0031136295222929,-0.1374802470909352,0.1155778894472361,5.827051,0.7493372540587526,4.366426395600309
34,2022-08-19,14,0.5900032931263136,0.4111675126903553,0.696908261530664,0.0635829040204527,-0.0989244053931222,0.1811606985358969,5.8684616,0.8485037870952606,4.979411892023112
32,2022-08-19,14,0.5865265121096342,0.4022289766970618,0.6923076923076923,0.0622328027185281,-0.1052631578947368,0.1820431247790739,5.8684616,0.8445054889260794,4.955948032751921
35,2022-09-08,14,0.6596600742044919,0.4570694087403599,0.7506824385805277,0.2297813722396332,0.0545116279069767,0.3306904525933267,4.939099,0.9286090853351657,4.586492204769831
38,2022-09-13,14,0.7219117062909551,0.4292929292929293,0.8098300413412953,0.2166623643254477,-0.1013020006351222,0.3520547945205479,4.9527225,1.0001984622345983,4.953705428374695
37,2022-09-23,14,0.7227196139193368,0.4582904222451081,0.8149466192170819,0.2265313202266412,-0.0586671098554096,0.3663764233087743,4.5191703,1.0011275560072372,4.524265917619493
40,2022-10-13,14,0.7348111139607911,0.451858913250715,0.836212699124972,0.2265020977922859,-0.0391427295728531,0.3735800064913989,4.6832104,1.0150327810549098,4.7536120765772765
39,2022-10-23,14,0.7144264242231422,0.2235057759919638,0.8244653550042772,0.2841714010943221,-0.134020618556701,0.4408945686900958,4.157967,0.9915903878566135,4.123000110225
44,2022-11-27,14,0.7863488301821484,0.5213183363850379,0.8528301886792453,0.3132394230224324,0.0648094408976591,0.4051069703243616,3.1606627,1.0743011547094705,3.395503588257153
48,2022-12-22,14,0.7498520066943841,0.4768145161290322,0.8136020151133502,0.3166229344668712,0.0966192499538148,0.4062973564573161,2.7082531,1.0323298076985417,2.795810401921979
47,2022-12-27,14,0.7566538599307839,0.4558521560574948,0.8260869565217391,0.2964406239547996,0.0868113522537562,0.3962864721485411,2.660874,1.0401519389204015,2.7677132503228847
50,2023-01-06,14,0.6803957940857901,0.4433214968587817,0.7432950191570882,0.2421065611800195,0.0816786079836233,0.3213169027036969,2.9338212,0.9524551631986586,2.794333149841685
49,2023-01-16,14,0.7242746465231961,0.4047244094488189,0.7903682719546742,0.2621711379019198,0.086038961038961,0.3538022134951803,3.2085419,1.0029158435016754,3.2178975060489683
53,2023-01-31,14,0.6254532477454886,0.3896103896103896,0.6923076923076923,0.2071445602701525,0.055951933909125,0.2949932341001353,2.837356,0.8892712349073119,2.523179073991671
51,2023-02-05,14,0.6479256818764088,0.3768115942028985,0.718052738336714,0.2232185420476316,0.0653813914501257,0.3146382501402131,3.3481278,0.91511453415787,3.063920411998014
52,2023-02-15,14,0.5949875726092818,0.3912568306010929,0.6715257531584062,0.1861129545274873,0.0453705604598645,0.2788711474192351,4.5148997,0.8542357085006741,3.856788544038981
57,2023-03-02,14,0.5452499380216895,0.3815588385124809,0.6334776334776335,0.1284111598397125,0.005921539600296,0.2221002561287962,6.1044188,0.797037428724943,4.865450264212202
58,2023-03-07,14,0.4311084033425161,0.3079019073569482,0.5071133547498853,0.1139414958955042,0.0251145737855178,0.1943539630836047,4.6806307,0.6657746638438935,3.116245330869908
56,2023-03-12,14,0.457919780086998,0.2764976958525346,0.552413456850317,0.0492628056438475,-0.0594076964000709,0.1607500455124704,5.3992944,0.6966077471000477,3.7611903079139033
