Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,Valor,Kc,ETc
4,2022-03-02,14,0.1537706919389768,0.1260969976905311,0.2959285004965243,-0.2138019630492079,-0.2815649081209247,-0.0030308432875735,4.3141017,0.34683629572982333,1.4962870530297336
3,2022-03-07,14,0.1951051972888622,0.158273381294964,0.3189352084379708,-0.230320000856337,-0.2848406823302221,-0.0303679885673454,5.421426,0.3943709768821915,2.138053067714512
2,2022-03-17,14,0.1776409042166156,0.1478183437221727,0.2938221998995479,-0.2248672751273543,-0.2736590365562009,-0.031313692792292,6.4403524,0.37428703984910794,2.410540435381098
6,2022-03-22,14,0.1801729957559494,0.15684575389948,0.3066415449835138,-0.1855459011552051,-0.2413011814209419,-0.0061548428895367,6.455727,0.3771989451193418,2.4350934143784535
5,2022-03-27,14,0.1545029892128489,0.1295154185022026,0.3221601489757914,-0.208633279669695,-0.2704985920159019,-0.0111983954537857,5.671845,0.34767843759477624,1.9719782078797436
8,2022-04-01,14,0.1596292823799123,0.1263330598851517,0.2975133214920071,-0.2101072864605717,-0.2677211482132396,-0.0545343137254902,5.590019,0.35357367473689916,1.9764835596790862
9,2022-04-06,14,0.190538483481063,0.165209387942936,0.2609457092819615,-0.1556444863846106,-0.196114146933819,-0.0182365735318721,7.203085,0.38911925600322245,2.8028590761279712
7,2022-04-11,14,0.1854954488058623,0.1510022271714922,0.3252222742161909,-0.1911020991596477,-0.2470588235294117,-0.0258521323892639,7.1499596,0.3833197661267417,2.7407208416876516
13,2022-04-16,14,0.2171279725582985,0.1819477434679335,0.3631701631701631,-0.1955753465165014,-0.2493765586034912,-0.0085763293310463,6.278408,0.4196971684420433,2.635030059923872
11,2022-04-26,14,0.2829717616216753,0.2183908045977011,0.4469488730071468,-0.0212489252928636,-0.0944755804643715,0.1696652243224778,3.727426,0.4954175258649266,1.8466321667646
12,2022-05-01,14,0.3141326101064577,0.2454361054766734,0.4687179487179487,-0.1268099987500816,-0.1716867469879518,0.0305397727272727,4.4133306,0.5312525016224263,2.344592921736804
19,2022-05-11,14,0.3267737127375697,0.2481143310837634,0.5160744500846024,-0.1104976080405507,-0.1629410180447077,0.0282990765564492,5.5266824,0.5457897696482051,3.01640671401479
