Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Valor,Kc,ETc
13,2022-05-16,6,0.2364186103951326,0.0986842105263157,0.4222524668254508,-0.0604104884498317,-0.2589285714285714,0.1288343558282208,1.1409463245701994,0.7717391304347826,1.6987951807228916,0.2579127964545175,0.1415929203539823,0.4025974025974026,1.0325327714078187,-147.6923076923077,31.96808510638298,6.634955,0.4418814019544025,2.9318632173043726
12,2022-05-21,6,0.2039956619891208,0.1851851851851851,0.2482269503546099,-0.2003323329638124,-0.241251056635672,-0.121501272264631,1.5029394962778322,1.276611151339609,1.6359180035650625,0.2983337187082667,0.2698961937716263,0.3457127252867286,0.5622190429240793,0.4444662480376766,0.7111733582321818,6.268201,0.4045950112874889,2.5360828543472493
17,2022-06-05,6,0.2202875196401295,0.1615839781520255,0.3462783171521035,-0.2180439414782518,-0.2651039947177286,-0.0988716771849302,1.559746824180062,1.2194397283531409,1.7214734950584007,0.3223053283607522,0.2810707456978967,0.4320137693631669,0.5264633981595753,0.3697916666666667,0.8582326764144945,6.74893,0.4233306475861489,2.857028907413588
16,2022-06-10,6,0.2309275762870618,0.1678097850937357,0.3565034228541338,-0.2161707532605212,-0.2634671890303623,-0.1052438577191052,1.553531417909023,1.2352459016393442,1.7154255319148937,0.3301236395819195,0.282,0.4439461883408072,0.5148779082110656,0.3594515181194907,0.8137334414706677,6.6018114,0.43556671273012104,2.875529289562238
19,2022-06-25,6,0.362463153933948,0.2085790884718498,0.5774936061381074,-0.1702428785585432,-0.2685031530036508,0.0153791762418242,1.4191257560851014,0.9697075208913648,1.734119782214156,0.3848302164749567,0.2851445663010967,0.5214602861371485,1.1510846394066256,0.571890620405763,2.1972318339100347,5.834705,0.5868326270240402,3.423995263060302
18,2022-06-30,6,0.3297385556355771,0.2093425605536332,0.493658994833255,-0.1211707252234256,-0.1997463538363982,-0.0013577732518669,1.2803283950718496,1.0027192386131882,1.4992076069730589,0.3424078411735862,0.2703316674238982,0.4513920584208124,1.2088442564376851,0.6703601108033241,1.916833850082072,5.2296433,0.5491993389809137,2.872116643465964
22,2022-07-05,6,0.3810057779010622,0.2459189046866772,0.5317220543806647,-0.1267040069851907,-0.2256985109586749,-0.0039355992844364,1.295603361244938,1.0079022988505748,1.582973206568712,0.3899403860856654,0.3067331670822942,0.4875305623471883,1.3624498935405398,0.8136439267886855,2.3210657033190336,5.821026,0.6081566445862215,3.5400956402091546
21,2022-07-10,6,0.3923228301696508,0.2333864965443912,0.5461215932914046,-0.1135865055328603,-0.2282758620689655,-0.0005381165919282,1.2622464818906285,1.0010768126346017,1.5915996425379804,0.4027650061527861,0.2992992992992993,0.514672110232202,1.109115931281116,0.5734987105489378,1.6371315004968532,6.6173306,0.6211712546950984,4.110495551534268
24,2022-07-20,6,0.446934330355178,0.2808988764044944,0.6070774862721171,-0.0607908609320151,-0.1708930540242557,0.0865402665665477,1.1350941990245609,0.8407049067035245,1.4122340425531914,0.433716427606016,0.334867663981588,0.5408911449520587,1.402625171942376,0.7625438462711607,2.1639843410178337,6.577692,0.6839744799084547,4.498973464698003
23,2022-07-25,6,0.4166529022870848,0.3008130081300813,0.5166816952209198,0.0268891130792232,-0.0642201834862385,0.1189083820662768,0.950363478566009,0.7874564459930313,1.1372549019607845,0.3912177848051489,0.3184682501211827,0.4702797202797202,2.0541051572726308,1.271186440677966,2.7498649378714206,5.2912865,0.6491508376301475,3.4348430636160914
27,2022-07-30,6,0.531320707959806,0.3378378378378378,0.6872475476053087,-0.0014358930426615,-0.1345838645055545,0.1418944215649569,1.00981905204278,0.7514754098360655,1.311026936026936,0.4906991560407954,0.365330321852061,0.6039495337356007,1.550988007999198,0.9351620947630924,2.234346318580461,5.3640223,0.7810188141537769,4.189402335840415
25,2022-08-09,6,0.6185476645175164,0.4163845633039946,0.7822410147991543,0.0536600741884944,-0.1189724152453148,0.2173285198555956,0.9053888177266868,0.6429418742586003,1.270076481835564,0.5427632077476167,0.4207317073170731,0.6650373038332904,1.82958442627771,1.1001788908765653,2.510068465565848,5.821786,0.8813298141951439,5.13091357366389
29,2022-08-14,6,0.6321775716791258,0.4397932816537467,0.7694369973190348,0.1167313299154344,-0.0379834254143646,0.3175895765472312,0.7961563492591858,0.5179233621755254,1.0789662598707823,0.5428540620411331,0.4208955223880597,0.6458852867830424,2.619052528172378,1.4782004516241098,8.640406607369759,4.309128,0.8970042074309946,3.865305946358707
28,2022-08-19,6,0.6461644738488612,0.4606619641888225,0.7557060446450966,0.1133878045227829,-0.0271451994898888,0.246398786959818,0.80123799087126,0.6046228710462287,1.0558052434456928,0.5574819563456154,0.4388027792624265,0.6528925619834711,2.355354674323039,1.562384983437615,3.090778097982709,5.4715056,0.9130891449261904,4.995972369762863
31,2022-08-24,6,0.6078665093869609,0.4504881450488145,0.7317784256559767,0.1032813013592511,-0.0265752966739094,0.24453915823122,0.8172730515760026,0.6070205479452054,1.0546016483516485,0.5399119458431825,0.4311926605504587,0.6416397973284201,2.258064280270254,1.4893944051644636,3.013139558033048,5.9032273,0.869046485795005,5.130178939914136
30,2022-09-13,6,0.7046529542127346,0.5629139072847682,0.8044354838709677,0.1839182876275998,0.0626641651031894,0.30466472303207,0.6918808399026757,0.5329608938547487,0.8820621468926554,0.608655958981509,0.5055821371610846,0.6862998921251349,2.4941839746489487,1.7817299919159255,3.112324492979719,4.602117,0.9803508973446448,4.511689530635044
32,2022-09-23,6,0.7239931576259541,0.5856248298393684,0.8064516129032258,0.1940395390121456,0.067943288528816,0.3137873445908332,0.6778595939382522,0.522316384180791,0.8727586206896552,0.6234943558375885,0.5158771473191046,0.6955903271692745,2.688461098208841,2.0532646048109964,3.230354551109268,4.214055,1.0025921312698471,4.224978383738356
34,2022-10-13,6,0.7533263015598399,0.6085106382978723,0.8332501248127808,0.2453867071061718,0.1183285849952516,0.3533718689788054,0.6087141009275451,0.4777904328018223,0.7883831521739131,0.6648536231326314,0.5627906976744186,0.7320754716981132,2.476004254466766,1.8462549277266755,3.082658713250958,4.4506645,1.0363252467938158,4.612335986358975
33,2022-11-02,6,0.7019989910566696,0.5826558265582655,0.7849008857022354,0.3599544547566716,0.1692407738579092,0.5136902329382917,0.4746783550909798,0.3212742980561555,0.7105116796440489,0.5729140325115823,0.4631531933899062,0.6720663769261161,8.253979541227544,-349.0,527.1428571428571,2.9819264,0.9772988397151701,2.914233210836034
39,2022-11-27,6,0.796690320068552,0.630648330058939,0.8709187547456341,0.3239341016204484,0.161005734450816,0.4178910172958899,0.5128571643286968,0.4105456453305351,0.7226443768996961,0.696247894562903,0.6054158607350096,0.7517433751743375,2.066917402585553,1.4274322169059013,2.477678571428572,2.9512036,1.0861938680788348,3.205579253772182
38,2022-12-07,6,0.7391331290621288,0.6110809342748507,0.804078368652539,0.3063494004418268,0.1717730776833366,0.3958236658932714,0.5331691245819439,0.4328457446808511,0.7068151147098516,0.61644927746448,0.5241521068859198,0.6748028539241457,3.152366053826225,2.304650724910563,3.911330049261084,2.4831939,1.020003098421448,2.5328654719812396
37,2022-12-22,6,0.7740127740657251,0.6082345601996257,0.8346420323325635,0.3189239750329333,0.1630949695465824,0.4102609621871116,0.5191178484988557,0.4181772406847935,0.7195500387897595,0.6623444443198594,0.5738705738705738,0.7140381282495667,2.4935982334690205,1.6741071428571428,2.9840425531914896,2.6765351,1.0601146901755838,2.837434178280575
36,2022-12-27,6,0.7706768929818727,0.604355716878403,0.8363765710220535,0.3052997338931938,0.1362269015900301,0.408,0.5355552964234465,0.4204545454545454,0.7602118003025718,0.6695865185411443,0.5751613894866278,0.7266851338873499,1.9211799502571416,1.222167849278199,2.3602845115401365,2.6593611,1.0562784269291534,2.809025759344583
42,2023-01-06,6,0.697511241819613,0.5306520890277235,0.7736376339077783,0.2507758899974797,0.0931056029993751,0.3686939182452642,0.6025380060641331,0.4612470862470862,0.8296493902439024,0.6015363291305594,0.4925650557620817,0.658578856152513,2.124026910217217,1.376611418047882,2.859724047306176,3.0615165,0.972137928092555,2.9762163071311707
41,2023-01-16,6,0.693572463210719,0.5536585365853659,0.7630424183325207,0.2562483226423966,0.0683870967741935,0.3666789260757631,0.596283903453037,0.4634015069967707,0.8719806763285024,0.6052266999892846,0.5308056872037915,0.669109947643979,1.916767128813031,1.2830957230142568,2.438986953184958,3.1169145,0.9676083326923268,3.0159524424895374
47,2023-02-05,6,0.6823106655502926,0.5193889541715628,0.7616279069767442,0.2427119023658764,0.0689434364994663,0.3544733861834654,0.6135688085621954,0.4765886287625418,0.8710063897763578,0.5969383234317895,0.5173237753882916,0.6498572787821123,1.8166191364374151,1.134788189987163,2.303703703703704,3.3240013,0.9546572653828365,3.173281991186993
46,2023-02-15,6,0.6201197953246766,0.5097813578826237,0.6902985074626866,0.2310818253784088,0.0881226053639846,0.3299082568807339,0.6276221933510748,0.5038631346578366,0.8380281690140845,0.5371527089394634,0.4773363178511471,0.5817623849188952,1.96851788361165,1.364033809385019,2.3946232990375043,4.4592023,0.8831377646233781,3.9380899512254266
45,2023-03-02,6,0.609634918717444,0.492896174863388,0.6852116024726581,0.1849486840380568,0.0471406491499227,0.2884479092841956,0.6910377668563432,0.5522552255225522,0.9099630996309964,0.5443560424049296,0.4872953133822699,0.5935178933153274,1.9617589598399563,1.350172906329875,2.5626145387904704,6.0360613,0.8710801565250607,5.257893221998861
44,2023-03-07,6,0.6082279777294872,0.486765115631095,0.6881437125748503,0.1803671487420497,0.0441429390407032,0.2848616386326641,0.6975489468476165,0.5565878378378378,0.9154465592972182,0.5426122544789158,0.4822601839684625,0.5985821887461231,1.6390710493213172,1.1584880636604775,2.135458167330677,4.690739,0.8694621743889103,4.078420130430862
48,2023-03-12,6,0.5778551931776491,0.4564270152505447,0.6589147286821705,0.1498821435260418,0.0165619645916619,0.2558224830368604,0.7427762441314901,0.5925817757009346,0.9674157303370786,0.5239227133046485,0.4601571268237935,0.5764172335600907,1.9137462371333511,1.235805928329155,2.600518806744488,4.9784517,0.8345334721542964,4.154684583153459
