Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max
1,2022-02-15,14,0.5746428501455635,0.4871046228710462,0.6314025849688847,0.1796111044423473,0.0528175234057587,0.23344191096634093,0.6973982101426749,0.6214788732394366,0.8996644295302013,0.5062149845910745,0.4440611138491868,0.5473098330241187,2.157739799081468,1.5631262525050098,2.58
2,2022-03-07,14,0.19229796888164163,0.15827338129496402,0.2319127849355798,-0.23767238422966372,-0.2848406823302221,-0.1363119415109667,1.626486138998089,1.315650865312265,1.7965796579657967,0.25997324229348695,0.231044776119403,0.30567226890756305,0.7244027129527145,0.5420353982300885,1.184475806451613
3,2022-03-02,14,0.1512401626752302,0.13225806451612904,0.1822386679000925,-0.22358329608130337,-0.2815649081209247,-0.09361329833770779,1.5796260253626886,1.2065637065637065,1.783828382838284,0.2860738051728785,0.2606811145510836,0.3154141524958859,0.30741916494164234,0.25225594749794916,0.377217354135499
4,2022-03-17,14,0.17455807766379583,0.1527290936404607,0.2285012285012285,-0.23278248137736524,-0.2736590365562009,-0.10122801194822437,1.6087254887233262,1.2252584933530282,1.7535277516462842,0.28808761603676114,0.2635534084809447,0.33547008547008544,0.40808313241519734,0.338662179217501,0.5103160667251976
5,2022-04-11,14,0.18182867812802112,0.1510022271714922,0.2723915050784857,-0.19781334479922674,-0.24705882352941178,-0.06610142879572932,1.495407898869279,1.1415601882985877,1.65625,0.2776109106146617,0.2513317191283293,0.35363457760314343,0.43547904947775823,0.3390330188679246,0.6595126313436173
6,2022-04-06,14,0.18800290123945076,0.16520938794293602,0.2219343696027634,-0.15986916766960022,-0.19611414693381907,-0.06486833654463713,1.3813410578036724,1.1387362637362637,1.487915407854985,0.20408403912655337,0.17822242903676128,0.24085106382978724,2.9180999096355995,1.479625918503674,8.935185185185185
7,2022-04-01,14,0.156261605651242,0.12633305988515175,0.2045766590389016,-0.21756456499976096,-0.2677211482132396,-0.08977880584068237,1.5585220602477596,1.1972681067344346,1.7312,0.26434075825364384,0.23697794462693572,0.3219487694625816,0.35190673375353937,0.2781289506953224,0.4897692642577275
8,2022-03-27,14,0.15127747696114807,0.12951541850220263,0.19472789115646258,-0.2167188950542818,-0.27049859201590193,-0.054590189143472245,1.5557353676547612,1.1154847104749512,1.7415985467756585,0.2747887214785398,0.2403846153846154,0.3265617064499746,0.3296680957647915,0.258738527631322,0.451007326007326
9,2022-03-22,14,0.17667737716576856,0.15684575389948008,0.21180555555555555,-0.19399556566042744,-0.2413011814209419,-0.08015686274509803,1.4833961302792298,1.1742837653478855,1.6360921501706485,0.293689509963127,0.26768926274121724,0.32385466034755134,0.38131264115378394,0.31227038941954444,0.49470362857786787
10,2022-05-16,14,0.3616558265101083,0.2972972972972973,0.48224219084296105,-0.1101359797436974,-0.17433081674673986,-0.01789090909090909,1.249992518911108,1.0364336492890995,1.4222776392352452,0.39829517552170407,0.32665832290362956,0.4752136752136752,1.1326445965066452,0.8090065625707175,1.8017585931254996
11,2022-05-11,14,0.32406900351111667,0.2481143310837634,0.452239397542608,-0.11663417438295527,-0.16294101804470779,-0.009879253567508232,1.266182022512342,1.0199556541019956,1.3893178893178892,0.3635496217645536,0.31918505942275044,0.44251968503937006,0.969424251307595,0.638843126487278,1.5205223880597016
