Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max
1,2022-03-02,8,0.5541078840794819,0.453125,0.6529588766298897,0.12644541728960798,-0.04446064139941691,0.23405037690751976,0.779364998950405,0.6206793802145412,1.0930587337909992,0.5120135658136009,0.45835631549917266,0.5823974329589732,1.291219750240934,0.9344073647871116,1.7729393468118195
2,2022-02-15,8,0.5875487868066188,0.49222797927461137,0.6891041162227602,0.14622217564497436,-0.005903637402399543,0.26526823835158714,0.7486069943022025,0.5806924882629108,1.0118773946360153,0.5256425700032503,0.4740990990990991,0.5887041676155773,1.6127582385211814,1.176706827309237,2.157783897618662
3,2022-03-07,8,0.5138061746905752,0.42634044768349816,0.606080930024592,0.10120034856366739,-0.03419104688050758,0.2028807307219392,0.8192922571889765,0.6626752336448598,1.070802919708029,0.4680908980976965,0.4160206718346253,0.5285106382978724,1.8437255536626806,1.309143222506394,2.5461098155607376
4,2022-03-22,8,0.5191545332044984,0.3982011447260834,0.6104121475054229,0.09643508062575042,-0.04948586118251928,0.1896774193548387,0.8271127156906286,0.6811279826464208,1.1041244083840434,0.5181276298888804,0.4721796835119959,0.5771812080536913,1.0795000753465054,0.7106376769298117,1.451578384162654
5,2022-03-17,8,0.522752179480938,0.43417656169334023,0.6141785957736878,0.11000881603156357,-0.04584625991037573,0.22662057044079517,0.805690434498629,0.6304960541149943,1.0960982658959537,0.5023474864708304,0.4546402502606882,0.5620052770448549,1.304510703171349,0.935483870967742,1.7956509994597514
6,2022-04-11,8,0.44066134056848333,0.36346153846153845,0.5518028297581014,0.03128215094783878,-0.09703101675236357,0.14560439560439561,0.9431268949945859,0.7458033573141487,1.2149155033063923,0.4539326040001822,0.4192872117400419,0.5192135835567471,1.0500234437855118,0.7884376295068379,1.5712757421770527
7,2022-04-06,8,0.3856711245645353,0.329026303645593,0.47459086993970717,0.04999011620406953,-0.06768381756208408,0.1469387755102041,0.9075822643595202,0.7437722419928826,1.1451949860724233,0.3747253849349866,0.33515981735159817,0.43036386449184444,2.465208598693602,1.564774381368268,4.179983179142136
8,2022-04-01,8,0.42937137513432183,0.2500848320325755,0.5598393574297189,0.06627134464374816,-0.052204176334106726,0.16448850833708878,0.8784813962627961,0.7174922600619195,1.11015911872705,0.43627010962813084,0.2639355271994627,0.5163996948893974,1.209536230656819,0.596190781049936,7.786069651741293
9,2022-03-27,8,0.5044695656601677,0.41776315789473684,0.6422693806842789,0.10929403354247563,-0.011207576953433307,0.22240636393768645,0.805999256894796,0.636117136659436,1.022669220945083,0.5161229283430977,0.4735857877512856,0.589937106918239,0.9946980779322995,0.7752766119801602,1.5013160558817573
10,2022-04-16,8,0.460877356218757,0.388468809073724,0.5703016241299304,0.022592956734648204,-0.0927237604636188,0.14556533513879485,0.9592920477846213,0.7458628841607565,1.204400283889283,0.46408000316673936,0.42842842842842843,0.5216606498194946,1.2217669115712084,0.8967924939995636,1.8133111983096892
11,2022-05-01,8,0.45954240517547446,0.35918367346938773,0.569213095921884,0.04781342476614194,-0.04618689581095596,0.18730553827006846,0.912535217109405,0.6844863731656184,1.0968468468468469,0.4452296957236452,0.4012801575578533,0.503099666189795,1.4346574296718082,0.8869018849685839,2.761027359017309
12,2022-05-21,8,0.1831817573965225,0.1541964866623292,0.2281303602058319,-0.2650448336981059,-0.31764197797451954,-0.18423250375814265,1.724529163149891,1.4516789516789517,1.9310126582278482,0.2702303441858987,0.2269170579029734,0.3176206509539843,0.55325483213712,0.4174299921486522,0.8470149253731343
13,2022-05-16,8,0.2517719811009874,0.17233294255568582,0.4079885877318117,-0.060293688721647136,-0.27508490274776165,0.10492264416315049,1.1362447593909908,0.810081466395112,1.7589437819420783,0.2733520205454132,0.1823329558323896,0.4088607594936709,1.8693719939180264,-9.967532467532468,24.090909090909093
14,2022-05-11,8,0.4819645252927763,0.33615477629987905,0.6,0.0454080149283134,-0.11958075273939972,0.16687422166874222,0.9174929050520507,0.7139807897545357,1.2716450216450217,0.46849770513933003,0.34112490869247625,0.5479175090982612,1.4642472566205242,0.9487510261522224,2.2300761224172754
15,2022-06-25,8,0.326706796524649,0.18277511961722487,0.4840731070496084,-0.136270171590302,-0.4185502727981294,0.05941302791696493,1.3316750101675119,0.8878378378378379,2.4396782841823055,0.32653824313921886,0.17037037037037037,0.4561224489795918,-1.1496407583079646,-425.0,66.57894736842105
16,2022-06-10,8,0.22477004903167805,0.15862068965517243,0.31262729124236255,-0.2322180347992223,-0.3040946314831665,-0.16209006747214813,1.6086571523952609,1.3868913857677903,1.8739539748953975,0.32787080602614377,0.27800829875518673,0.3873015873015873,0.4986565126908018,0.350561175003464,0.7512541294506302
17,2022-06-05,8,0.21294250203791892,0.16510538641686182,0.2825112107623318,-0.230983510118787,-0.29823282929495354,-0.162109375,1.6031236320033229,1.386946386946387,1.8499480789200415,0.3161292950919951,0.2669220945083014,0.3764705882352941,0.5170557076508211,0.3719870943252989,0.7517291590826356
18,2022-05-26,8,0.20070560749556315,0.07560137457044673,0.358609794628752,-0.11986363586522879,-0.24701561065197428,0.07264472190692395,1.281597905650089,0.8645502645502645,1.6560975609756097,0.23736306366935092,0.14072847682119205,0.30853850183342063,1.6474787957840513,-421.66666666666663,830.0
