Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max
45,2022-12-22,4,0.7631528779485434,0.5773195876288659,0.8360037700282752,0.3207306394654493,0.10155055689015069,0.42271239014302947,0.5197682210230907,0.405765503875969,0.8156225218080888
46,2022-12-07,4,0.5865451735402828,0.1197289156626506,0.7511380880121397,0.2378316329732912,-0.03169824685673809,0.39966324812490434,0.6244632967238911,0.428915135608049,1.0654718361375275
47,2022-11-27,4,0.7803581618290809,0.612629022465088,0.8555555555555555,0.312624492164075,0.08328192473781616,0.42054745822964806,0.5290987032369292,0.40790790790790793,0.8462414578587699
48,2023-02-05,4,0.6230864087279735,0.42672919109026963,0.7012750455373407,0.2618015593736368,0.05780482096887433,0.3758812615955473,0.5908252824589322,0.45361380798274004,0.8907079646017699
49,2023-01-16,4,0.7483369517214568,0.5724137931034483,0.8341744772891132,0.30440854871412687,0.07608458687595378,0.42013570511644965,0.5394400665358895,0.40831611570247933,0.8585899513776337
50,2023-01-06,4,0.691996166049133,0.5251141552511416,0.7674653215636822,0.26399132608713693,0.05788149164950812,0.3632084353229147,0.5880312528446261,0.4671270718232044,0.8905709342560554
51,2023-03-12,4,0.21099487530025876,0.16378162450066577,0.3082901554404145,-0.21102045219204527,-0.2857443672352074,-0.10700132100396301,1.5368198767465269,1.2396449704142012,1.8001179245283019
52,2023-03-17,4,0.25583766412177966,0.1926255562619199,0.34328358208955223,-0.21820981789641636,-0.2821869488536155,-0.0870712401055409,1.5612417439546458,1.1907514450867052,1.7862407862407863
53,2023-03-07,4,0.1951186453054998,0.13562895291637386,0.28690605730866886,-0.12333937440687615,-0.16962025316455695,-0.014932928372563908,1.28257779225686,1.0303186022610482,1.4085365853658536
54,2023-03-02,4,0.2073769889221287,0.16623600344530576,0.3191489361702128,-0.2572166367917287,-0.3230769230769231,-0.11458333333333333,1.696272706791927,1.2588235294117647,1.9545454545454546
55,2023-02-25,4,0.18345928701530492,-0.024539877300613498,0.29017160686427457,-0.2320213607354624,-0.3083257090576395,0.06822095641806862,1.6141941602248613,0.8722718253968254,1.8915343915343916
56,2023-02-15,4,0.22075310476798912,0.1811764705882353,0.27380952380952384,-0.1145210790789888,-0.19238503820887518,0.039898670044331855,1.2610789840053458,0.9232643118148599,1.4764276228419655
57,2023-03-27,4,0.25440567549016846,0.1894807821982468,0.3474576271186441,-0.19990248414806575,-0.26741116751269034,-0.08662707352037682,1.5026338540495539,1.1896860986547084,1.7300443458980044
58,2023-03-22,4,0.24449114305865965,0.1853167554766134,0.3402061855670103,-0.20142725632058686,-0.27725162488393684,-0.001116249402009249,1.5112277290934664,1.002234993614304,1.7672147995889003
59,2023-04-11,4,0.3788710189294267,0.2474469756480754,0.5047055660123689,-0.11789398044830017,-0.23927724037233072,0.028693790149892935,1.2737310133029986,0.9442131557035803,1.6290786948176583
60,2023-04-26,4,0.3265707059766974,0.23678556080790716,0.43710407239819005,0.06303574276488784,-0.0049504950495049506,0.1569317382125264,0.8835542062910815,0.7287104622871047,1.0099502487562189
61,2023-04-21,4,0.40444853634102457,0.2910360884749709,0.5333156357844439,-0.06874164707668756,-0.1771470970135411,0.04053323725454873,1.152350558964122,0.9220914127423823,1.4305680793507665
