,Parcela,mean,min,max,Fecha,Valor
0,12,0.6764733132890155,0.4554579673776662,0.7418527072106749,2022-01-01,3.877639
1,12,0.6353868490705092,0.4322660098522167,0.7007534983853606,2022-01-06,2.869796
2,12,0.6147538292880113,0.4336378291241268,0.6818409204602301,2022-01-16,2.9935906
3,12,0.5907119763519016,0.4129478315524827,0.6699546787523327,2022-01-31,3.527416
4,12,0.5475360506483599,0.3852272727272727,0.6260515603799186,2022-02-15,3.7707696
5,12,0.5012574507561138,0.3221406086044071,0.5818373812038015,2022-03-02,4.3141017
6,12,0.3730295739648592,0.1984732824427481,0.4663499604117181,2022-03-07,5.421426
7,12,0.4650676387621097,0.2438548575887631,0.5587884569520629,2022-03-17,6.4403524
8,12,0.4534742209760917,0.2343457067866516,0.5446020678047607,2022-03-22,6.455727
9,12,0.4406352360637817,0.2720496894409938,0.5464956481905634,2022-03-27,5.671845
10,12,0.342728341318787,0.1696750902527075,0.4347434743474347,2022-04-01,5.590019
11,12,0.3711029738568657,0.2797456857402361,0.432121491026231,2022-04-06,7.203085
12,12,0.3915771619888135,0.2673960612691466,0.4810810810810811,2022-04-11,7.1499596
13,12,0.3950902938425727,0.2881057268722466,0.4670487106017192,2022-04-16,6.278408
14,12,0.3620503351248174,0.285786545270612,0.4425612052730697,2022-05-01,4.4133306
15,12,0.359144149063772,0.2904176904176904,0.4457382394038193,2022-05-11,5.5266824
16,12,0.3814361061502269,0.3027436140018921,0.4772093023255814,2022-05-16,6.972256
17,12,0.3480069400790408,0.2727272727272727,0.4249547920433996,2022-05-21,7.010074
18,12,0.3428587405988078,0.2795918367346939,0.4237447207883623,2022-05-26,5.5792437
19,12,0.1396663073027522,0.0992292870905587,0.2113055181695827,2022-06-05,7.2012568
20,12,0.1243454411304166,0.0934711131986848,0.1924215512137359,2022-06-10,6.623547
21,12,0.1408572636798865,0.1117437722419928,0.2367972742759795,2022-06-25,6.116605
22,12,0.1171909396119749,0.0907441016333938,0.1939769707705934,2022-06-30,5.7948074
23,12,0.1282328022910538,0.0942334739803094,0.2069536423841059,2022-07-10,6.8954334
24,12,0.1395944579475666,0.1241751649670066,0.1817168338907469,2022-07-15,4.057682
25,12,0.1226170412603425,0.0969345484672742,0.1955128205128205,2022-07-20,6.871166
26,12,0.1330762445339614,0.0708661417322834,0.2035398230088495,2022-07-25,5.23119
27,12,0.1597701091589544,0.119395941481831,0.2776362710137544,2022-07-30,5.492854
28,12,0.1337777528098104,0.1078125,0.2396576319543509,2022-08-04,6.124797
29,12,0.0885373442878267,0.0573139435414884,0.2028890347997373,2022-08-09,5.827051
30,12,0.212404306317832,0.1056218057921635,0.3099489795918367,2022-08-14,4.6757207
31,12,0.1515360668499771,0.1228070175438596,0.3059360730593607,2022-08-19,5.8684616
32,12,0.1417234977266248,0.1008771929824561,0.3212827988338192,2022-08-24,6.1952357
33,12,0.2462505839666064,0.1539888682745825,0.5910290237467019,2022-09-13,4.9527225
34,12,0.4437701201824784,0.2451433857539315,0.7817638266068759,2022-09-23,4.5191703
35,12,0.5628596851399822,0.2822138944940905,0.7543691644721092,2022-10-03,4.1034803
36,12,0.2505548058297722,0.1617541337167505,0.3838319541693189,2022-10-13,4.6832104
37,12,0.1776904174218231,0.0900243309002433,0.3577142857142857,2022-10-28,4.6422086
38,12,0.1886305306475286,0.1396957123098202,0.5476363636363636,2022-11-02,2.955152
39,12,0.2392471139426759,0.1628721541155867,0.3992820103709613,2022-11-27,3.1606627
40,12,0.2505514910260693,0.1466666666666666,0.3800738007380074,2022-12-07,2.3421037
41,12,0.4032321790983335,0.2639724849527085,0.5112540192926045,2022-12-22,2.7082531
42,12,0.4089481192703036,0.2766338406445837,0.5291222313371616,2022-12-27,2.660874
43,12,0.4555629165145274,0.297029702970297,0.5627466456195738,2023-01-06,2.9338212
44,12,0.5020834095586212,0.3410788381742738,0.6321243523316062,2023-01-16,3.2085419
45,12,0.5528746252728772,0.399120050282841,0.6515892420537898,2023-02-05,3.3481278
46,12,0.5015812383588624,0.3673780487804878,0.5818525519848772,2023-02-15,4.5148997
47,12,0.5517008850309405,0.3297746144721233,0.6530009839291571,2023-03-02,6.1044188
48,12,0.4222227855271399,0.2267620020429009,0.531809759110562,2023-03-07,4.6806307
49,12,0.5152710831914264,0.3220338983050847,0.5939565627950897,2023-03-12,5.3992944
50,12,0.6056204826025517,0.3500305436774588,0.7001545595054096,2023-03-17,5.5589886
