Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,Valor
7,2022-03-17,1,0.1271733191220636,0.064113238967527,0.3248081841432225,-0.2768499829867433,-0.5424873382104671,0.0109782873871676,6.4901423
4,2022-03-22,1,0.2094843451680515,0.1636784268363215,0.3064516129032258,-0.2920777370883233,-0.402846739490235,-0.0266616597822005,6.49226
5,2022-03-27,1,0.1893892866601835,0.1311775472849298,0.3377618804292284,-0.3224353175734464,-0.5247261865250581,-0.0058040286787299,5.696387
6,2022-04-01,1,0.1807313231491152,0.0517176292940732,0.317516805061289,-0.2628049422865985,-0.3931598947676118,-0.0006708707902857,5.6393614
9,2022-04-06,1,0.1955181281455658,0.1624927198602213,0.274820143884892,-0.2241808807609643,-0.3079496574796877,-0.0327455919395466,7.3021927
8,2022-04-11,1,0.2204232792005813,0.1581769436997319,0.3979959919839679,-0.2770170238062768,-0.3644646924829157,-0.0481189851268591,7.250565
14,2022-04-16,1,0.2233322279032968,0.1534001054296257,0.3853727144866385,-0.2705895924699387,-0.3494584837545126,-0.0952782462057335,6.3235817
13,2022-04-21,1,0.1740703552318152,-0.0017974835230677,0.3605442176870748,-0.118912579965282,-0.2806818181818182,0.1556217423678332,4.4672465
11,2022-05-11,1,0.258450581058385,0.1716417910447761,0.3948296122209165,-0.2229112741045585,-0.3180150608225526,-0.0936472217413882,5.555295
10,2022-05-16,1,0.3092050873364882,0.1977935382190701,0.4969574036511156,-0.1635707677269938,-0.2848324514991182,0.043382756727073,7.015527
17,2022-05-21,1,0.3197443085224442,0.1775304716481187,0.4819277108433735,-0.1466735291475092,-0.2798211745580166,0.0390778746134382,7.0722632
16,2022-05-26,1,0.3420323616116949,0.2179072276159654,0.5086350974930363,-0.1386640201072848,-0.2760499033561764,0.0448261416003351,5.6280923
15,2022-05-31,1,0.3488595904412684,0.2182381584772023,0.5231053604436229,-0.128419516498899,-0.2357043235704323,0.0455887176123319,6.013163
19,2022-06-05,1,0.3611717206741685,0.2210526315789473,0.5485714285714286,-0.1346542569157695,-0.2440484883890755,0.0373800860072775,7.2417297
18,2022-06-10,1,0.3510190690842328,0.1988636363636363,0.5748987854251012,-0.1599491533791788,-0.2731369708675358,0.0173259235044132,6.6546965
21,2022-06-20,1,0.343219362653155,0.2358870967741935,0.5499124343257443,-0.0814928144189257,-0.1732851985559566,0.1202781729097518,5.43286
22,2022-06-25,1,0.4098827963116754,0.2517605633802817,0.6966007102993405,-0.1453553766343081,-0.2578374920025592,0.1370757180156658,6.12604
