Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,Valor
30,2022-08-19,2,0.6465705770803654,0.5171149144254279,0.7375656085978506,0.1151041982435093,-0.0432050274941084,0.233162453597313,0.796347157169747,0.6218463302752294,1.090311986863711,6.0954046
33,2022-08-24,2,0.5868925460724989,0.3914863921842288,0.7150786308973173,0.0981578781340373,-0.0421828445977732,0.2040651718019035,0.8236838784993099,0.6610396570203644,1.0880812049770792,6.426159
36,2022-09-08,2,0.6729287319079612,0.3850509626274065,0.7492460146488582,0.2277787190807113,-0.0194017784963621,0.3236009732360097,0.632122254725801,0.5110294117647058,1.0395713107996702,5.09904
35,2022-09-13,2,0.7101637563518665,0.4196762141967621,0.7927406628090479,0.2011044250883138,-0.0945194598888006,0.3164933135215453,0.6706728774828553,0.5191873589164786,1.2087719298245614,5.070978
39,2022-09-23,2,0.726979559670969,0.3250620347394541,0.7993920972644377,0.226092788014608,-0.1550632911392405,0.3343407631280695,0.6377245347821332,0.4988674971687429,1.367041198501873,4.6453924
37,2022-10-03,2,0.7239621624942281,0.2581547064305685,0.8083774675012037,0.2421952528311007,-0.171016272643537,0.3513705945176219,0.6180168046156466,0.4799789251844046,1.4125925925925926,4.260834
42,2022-10-13,2,0.7478315835732867,0.2682926829268293,0.827482447342026,0.2545927202215831,-0.1634491634491634,0.3531377645748236,0.6013184486965777,0.478046103183315,1.3907692307692308,4.9785147
45,2022-11-02,2,0.7113735233724537,0.417120237506185,0.7712586719524281,0.3076408254210495,-0.0804077010192525,0.3860334322762068,0.5320750811321754,0.4429666366095581,1.1748768472906403,3.0468326
44,2022-11-27,2,0.7896118892967549,0.4969173859432799,0.8609067173035841,0.357435873542642,0.0380504489097905,0.4451330659861465,0.4750237935973568,0.3839556004036327,0.92668863261944,3.3425646
49,2022-12-22,2,0.7516200831137732,0.5226147243314625,0.8261665141811528,0.3296198068081187,0.0262572318647085,0.4262266457132879,0.5071839498008224,0.4023016650342801,0.9488291413703382,2.8811731
48,2022-12-27,2,0.7407593344031871,0.4943639291465378,0.8271721214975276,0.3096203706605406,0.0133216859576326,0.4150255288110868,0.5309888530427822,0.4134020618556701,0.9737068965517242,2.8793535
46,2023-01-16,2,0.7373107386231824,0.5110107284020328,0.8144135657089024,0.29628856131476,0.0502354788069073,0.3994929373415429,0.546122046990171,0.4290890269151138,0.9043348281016442,3.3665357
53,2023-02-15,2,0.6422871668349056,0.4595992243051066,0.7211380202210205,0.2571824896727813,-0.0032213529682466,0.3495934959349593,0.5938251073722602,0.4819277108433735,1.0064635272391504,4.828921
52,2023-02-25,2,0.613498676308385,0.4371383482377696,0.6852791878172588,0.2264822062808406,0.0099815157116451,0.3182042427232363,0.63355573339115,0.5172155688622755,0.980234260614934,3.876625
51,2023-03-02,2,0.6290455853676493,0.4417879417879418,0.7137580794090489,0.2101777915810985,0.0065060664673817,0.3191566047936565,0.656149884376946,0.516120218579235,0.9870719776380154,6.601877
