Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,Valor
14,2022-05-16,6,0.2402372560210544,0.0986842105263157,0.4409722222222222,-0.0592740797554152,-0.2589285714285714,0.1288343558282208,1.1387403241646807,0.7717391304347826,1.6987951807228916,6.634955
12,2022-05-21,6,0.2053990128644827,0.1851851851851851,0.2949450549450549,-0.197492499902805,-0.241251056635672,-0.0627588403950302,1.4947771311560831,1.1339225016995242,1.6359180035650625,6.268201
13,2022-05-26,6,0.1859588760669951,0.1442786069651741,0.3108156665468918,-0.1955947785929514,-0.2583792957148918,-0.024766544863987,1.4915210025172518,1.0507910074937552,1.696796338672769,5.0353475
17,2022-05-31,6,0.154193247712409,-0.2214833759590792,0.4050632911392405,-0.139227402982944,-0.5244915496992266,0.1534446764091858,1.3624177353867497,0.7339366515837104,3.206024096385542,5.706679
19,2022-06-05,6,0.2220943856029304,0.1615839781520255,0.4031413612565445,-0.2152868876339053,-0.2651039947177286,0.0664898026861217,1.5519534772920895,0.8753109452736318,1.7214734950584007,6.74893
18,2022-06-10,6,0.232594631785935,0.1678097850937357,0.3981900452488687,-0.2135419127669126,-0.2634671890303623,0.0187932739861523,1.5459827078160369,0.9631067961165048,1.7154255319148937,6.6018114
20,2022-06-20,6,0.2446575354629172,0.182842287694974,0.3736913973600364,-0.0728687687645334,-0.1092577147623019,0.049447748513169,1.158184878401075,0.9057642487046632,1.2453183520599251,5.137292
23,2022-06-25,6,0.3648840936059389,0.2085790884718498,0.6,-0.1677466089313684,-0.2685031530036508,0.1237721021611002,1.4129697216599613,0.7797202797202797,1.734119782214156,5.834705
26,2022-06-30,6,0.3313000814947745,0.2093425605536332,0.4975011358473421,-0.1190382037301303,-0.1997463538363982,0.0573598319599289,1.2753352896274726,0.8915036674816625,1.4992076069730589,5.2296433
22,2022-07-05,6,0.381823333011943,0.2459189046866772,0.5317220543806647,-0.125054488424163,-0.2256985109586749,0.0854542390021911,1.291861702392449,0.8425465838509317,1.582973206568712,5.821026
21,2022-07-10,6,0.3929521493124111,0.2333864965443912,0.5469175538499629,-0.112023293371155,-0.2282758620689655,0.0700808625336927,1.258715681429627,0.8690176322418136,1.5915996425379804,6.6173306
24,2022-07-20,6,0.4466999075162138,0.2808988764044944,0.6070774862721171,-0.0600053227226178,-0.1708930540242557,0.1049956178790534,1.133642127058755,0.8099619289340102,1.4122340425531914,6.577692
32,2022-07-25,6,0.4165430504716772,0.3008130081300813,0.5166816952209198,0.0274030554014399,-0.0642201834862385,0.1417612274252837,0.9494726792743728,0.7516797312430011,1.1372549019607845,5.2912865
31,2022-07-30,6,0.5300882522833891,0.3378378378378378,0.6872475476053087,-0.0016390314512226,-0.1345838645055545,0.1418944215649569,1.01045200984828,0.7514754098360655,1.311026936026936,5.3640223
29,2022-08-09,6,0.6167300163968908,0.4163845633039946,0.7822410147991543,0.0524389010197953,-0.1189724152453148,0.2173285198555956,0.9078292262514148,0.6429418742586003,1.270076481835564,5.821786
27,2022-08-14,6,0.6302377539221331,0.4397932816537467,0.7694369973190348,0.1161410710174507,-0.0379834254143646,0.3175895765472312,0.7970595483744535,0.5179233621755254,1.0789662598707823,4.309128
28,2022-08-19,6,0.6457307797521612,0.4606619641888225,0.7557060446450966,0.1125239173828277,-0.0271451994898888,0.246398786959818,0.8026993709790262,0.6046228710462287,1.0558052434456928,5.4715056
35,2022-08-24,6,0.607515455455811,0.4504881450488145,0.7317784256559767,0.1032908066186309,-0.0265752966739094,0.24453915823122,0.8172640800402178,0.6070205479452054,1.0546016483516485,5.9032273
34,2022-09-13,6,0.7046667282829301,0.5629139072847682,0.8044354838709677,0.1834671922579882,0.0626641651031894,0.30466472303207,0.6925410610878889,0.5329608938547487,0.8820621468926554,4.602117
33,2022-09-23,6,0.7231884460196912,0.5856248298393684,0.8064516129032258,0.1928687803708566,0.0568310124200225,0.3137873445908332,0.6796855875769248,0.522316384180791,0.8924501424501424,4.214055
36,2022-10-13,6,0.749522791235664,0.5602512849800114,0.8332501248127808,0.2413938102442796,0.0415370539798719,0.3533718689788054,0.6144240924323174,0.4777904328018223,0.9202389318341532,4.4506645
37,2022-11-02,6,0.7014301779915852,0.5826558265582655,0.7849008857022354,0.3545148923107216,0.1672831894780106,0.5136902329382917,0.4810921686890436,0.3212742980561555,0.7133802816901409,2.9819264
42,2022-11-27,6,0.7942395593406634,0.630648330058939,0.8709187547456341,0.319515757053784,0.1090441321986938,0.4178910172958899,0.5183790963487692,0.4105456453305351,0.8033547466095646,2.9512036
41,2022-12-07,6,0.7369399500443178,0.6110809342748507,0.804078368652539,0.3021744189677967,0.1235651586765698,0.3958236658932714,0.5384753148269378,0.4328457446808511,0.7800480769230769,2.4831939
40,2022-12-22,6,0.7715153653980046,0.6082345601996257,0.8346420323325635,0.3146269811587364,0.1437159496524516,0.4102609621871116,0.5244302844443223,0.4181772406847935,0.7486859395532195,2.6765351
44,2022-12-27,6,0.7681634561872787,0.604355716878403,0.8363765710220535,0.300896204239632,0.1046648373186985,0.408,0.5411978570694844,0.4204545454545454,0.8105039034776437,2.6593611
46,2023-01-06,6,0.6952518853738938,0.5306520890277235,0.7736376339077783,0.2463849193760655,0.0732090284592738,0.3686939182452642,0.6086172917440023,0.4612470862470862,0.8635698610095098,3.0615165
45,2023-01-16,6,0.6907997255356108,0.5378393991912189,0.7630424183325207,0.2517530621886428,0.0543670264965652,0.3666789260757631,0.6025116503724869,0.4634015069967707,0.8968726731198808,3.1169145
47,2023-02-05,6,0.6796015655588469,0.5193889541715628,0.7616279069767442,0.238568844829387,0.0385542168674698,0.3544733861834654,0.6194092250137548,0.4765886287625418,0.925754060324826,3.3240013
50,2023-02-15,6,0.617741847521509,0.5097813578826237,0.6902985074626866,0.2269682875662145,0.0611632270168855,0.3299082568807339,0.633484440271154,0.5038631346578366,0.8847241867043847,4.4592023
55,2023-03-02,6,0.6067152456890801,0.4885803851321093,0.6852116024726581,0.1806342162550432,0.037516663492668,0.2884479092841956,0.6976872175408333,0.5522552255225522,0.9276798825256976,6.0360613
53,2023-03-07,6,0.6056700486822656,0.4832309872461029,0.6881437125748503,0.1763573726375118,0.020007550018875,0.2848616386326641,0.7037677386292517,0.5565878378378378,0.9607698001480384,4.690739
54,2023-03-12,6,0.5756730534636596,0.4564270152505447,0.6589147286821705,0.1459943642492244,-0.0068002205476934,0.2558224830368604,0.7491171439931847,0.5925817757009346,1.0136935603256847,4.9784517
