,Fecha,Valor
0,2022-01-01,4.2501154
0,2022-01-02,5.5805707
0,2022-01-03,2.7809243
0,2022-01-04,3.1487756
0,2022-01-05,2.8907292
0,2022-01-06,3.0206947
0,2022-01-07,2.0612502
0,2022-01-08,3.689763
0,2022-01-09,3.4354584
0,2022-01-10,4.108118
0,2022-01-11,1.6394645
0,2022-01-12,2.411287
0,2022-01-13,2.85374
0,2022-01-14,3.5887153
0,2022-01-15,4.292813
0,2022-01-16,3.2921178
0,2022-01-17,3.1912565
0,2022-01-18,3.556563
0,2022-01-19,3.453371
0,2022-01-20,3.7795315
0,2022-01-21,2.0727654
0,2022-01-22,1.3336577
0,2022-01-23,1.2383852
0,2022-01-24,2.913196
0,2022-01-25,2.8887215
0,2022-01-26,2.0897067
0,2022-01-27,1.6737703
0,2022-01-28,2.766316
0,2022-01-29,2.1418667
0,2022-01-30,3.688001
0,2022-01-31,3.7822897
0,2022-02-01,3.5114136
0,2022-02-02,4.592797
0,2022-02-03,4.56433
0,2022-02-04,3.1136315
0,2022-02-05,2.7235377
0,2022-02-06,3.524367
0,2022-02-07,3.3150146
0,2022-02-08,1.7535031
0,2022-02-09,3.28227
0,2022-02-10,2.836646
0,2022-02-11,2.4848044
0,2022-02-12,5.026231
0,2022-02-13,3.5651693
0,2022-02-14,3.3183281
0,2022-02-15,4.0944858
0,2022-02-16,4.611431
0,2022-02-17,5.35454
0,2022-02-18,5.3782067
0,2022-02-19,2.9139175
0,2022-02-20,3.9634464
0,2022-02-21,4.5819025
0,2022-02-22,4.6388087
0,2022-02-23,4.795359
0,2022-02-24,4.3216414
0,2022-02-25,2.8534825
0,2022-02-26,3.1194282
0,2022-02-27,3.3418822
0,2022-02-28,3.6951547
0,2022-03-01,4.350874
0,2022-03-02,4.651628
0,2022-03-03,4.1598363
0,2022-03-04,4.045113
0,2022-03-05,5.367702
0,2022-03-06,5.424196
0,2022-03-07,5.963646
0,2022-03-08,4.412295
0,2022-03-09,3.6937032
0,2022-03-10,5.4860187
0,2022-03-11,7.442649
0,2022-03-12,4.760739
0,2022-03-13,4.606235
0,2022-03-14,5.2960105
0,2022-03-15,6.167407
0,2022-03-16,6.050306
0,2022-03-17,7.02962
0,2022-03-18,6.8177733
0,2022-03-19,4.2288713
0,2022-03-20,4.4951525
0,2022-03-21,6.726532
0,2022-03-22,7.0158443
0,2022-03-23,6.248854
0,2022-03-24,5.3091116
0,2022-03-25,5.624133
0,2022-03-26,5.9945164
0,2022-03-27,6.058251
0,2022-03-28,6.176232
0,2022-03-29,6.875742
0,2022-03-30,7.5630255
0,2022-03-31,6.847232
0,2022-04-01,5.818039
0,2022-04-02,6.3595257
0,2022-04-03,5.9004035
0,2022-04-04,7.196618
0,2022-04-05,7.199135
0,2022-04-06,7.6721683
0,2022-04-07,7.846714
0,2022-04-08,5.912168
0,2022-04-09,6.524032
0,2022-04-10,7.3245583
0,2022-04-11,7.5693965
0,2022-04-12,6.687553
0,2022-04-13,7.548768
0,2022-04-14,7.543033
0,2022-04-15,6.8275895
0,2022-04-16,6.6502314
0,2022-04-17,6.766908
0,2022-04-18,6.113275
0,2022-04-19,5.741672
0,2022-04-20,6.778293
0,2022-04-21,4.635261
0,2022-04-22,4.858085
0,2022-04-23,6.4958534
0,2022-04-24,6.206417
0,2022-04-25,5.028115
0,2022-04-26,3.924837
0,2022-04-27,4.644499
0,2022-04-28,4.941677
0,2022-04-29,6.114289
0,2022-04-30,6.2739525
0,2022-05-01,4.646023
0,2022-05-02,5.4992847
0,2022-05-03,5.751317
0,2022-05-04,6.47347
0,2022-05-05,6.3964424
0,2022-05-06,5.9410105
0,2022-05-07,6.764945
0,2022-05-08,7.19111
0,2022-05-09,7.1777873
0,2022-05-10,4.930312
0,2022-05-11,5.807129
0,2022-05-12,6.906114
0,2022-05-13,7.4318576
0,2022-05-14,6.8603635
0,2022-05-15,7.3091407
0,2022-05-16,7.349682
0,2022-05-17,7.662774
0,2022-05-18,7.0362873
0,2022-05-19,7.207342
0,2022-05-20,7.3758473
0,2022-05-21,7.3157825
0,2022-05-22,6.336617
0,2022-05-23,5.715885
0,2022-05-24,6.0390363
0,2022-05-25,7.1005197
0,2022-05-26,5.7195063
0,2022-05-27,6.6057553
0,2022-05-28,6.7620554
0,2022-05-29,7.446753
0,2022-05-30,7.271019
0,2022-05-31,6.1670136
0,2022-06-01,5.771487
0,2022-06-02,5.7669024
0,2022-06-03,6.742179
0,2022-06-04,6.61847
0,2022-06-05,7.5889745
0,2022-06-06,7.8736973
0,2022-06-07,7.6548324
0,2022-06-08,7.2109666
0,2022-06-09,5.350992
0,2022-06-10,6.914571
0,2022-06-11,6.779153
0,2022-06-12,6.6777883
0,2022-06-13,5.4390445
0,2022-06-14,4.6630077
0,2022-06-15,4.6830106
0,2022-06-16,5.118229
0,2022-06-17,6.080934
