,Fecha,Valor
0,2022-10-29,3.5130649
0,2022-10-30,3.5985231
0,2022-10-31,2.682799
0,2022-11-01,2.958584
0,2022-11-02,2.955152
0,2022-11-03,3.886723
0,2022-11-04,4.269353
0,2022-11-05,4.030479
0,2022-11-06,3.9863443
0,2022-11-07,3.035074
0,2022-11-08,3.399384
0,2022-11-09,3.2156208
0,2022-11-10,3.814183
0,2022-11-11,3.8528323
0,2022-11-12,3.180558
0,2022-11-13,2.2874064
0,2022-11-14,3.9845588
0,2022-11-15,3.2220922
0,2022-11-16,2.4834547
0,2022-11-17,1.2483885
0,2022-11-18,1.7524865
0,2022-11-19,2.6697621
0,2022-11-20,1.1576884
0,2022-11-21,1.2916391
0,2022-11-22,1.3407879
0,2022-11-23,2.7590013
0,2022-11-24,3.2598882
0,2022-11-25,2.1526093
0,2022-11-26,1.8420869
0,2022-11-27,3.1606627
0,2022-11-28,2.7859821
0,2022-11-29,3.468547
0,2022-11-30,3.7681673
0,2022-12-01,1.4297475
0,2022-12-02,2.7284794
0,2022-12-03,2.4275117
0,2022-12-04,2.5510745
0,2022-12-05,3.2239468
0,2022-12-06,2.9326868
0,2022-12-07,2.3421037
0,2022-12-08,2.8220935
0,2022-12-09,2.7139437
0,2022-12-10,2.9191313
0,2022-12-11,2.5696867
0,2022-12-12,3.2376497
0,2022-12-13,3.3959358
0,2022-12-14,3.386605
0,2022-12-15,2.724036
0,2022-12-16,2.5654063
0,2022-12-17,2.3785756
0,2022-12-18,1.5349947
0,2022-12-19,2.6768064
0,2022-12-20,3.2745967
0,2022-12-21,2.2542763
0,2022-12-22,2.7082531
0,2022-12-23,2.8716898
0,2022-12-24,1.4965178
0,2022-12-25,1.1917233
0,2022-12-26,2.3255858
0,2022-12-27,2.660874
0,2022-12-28,3.1051784
0,2022-12-29,3.1361833
0,2022-12-30,2.8073127
0,2022-12-31,2.91526
0,2023-01-01,3.0658984
0,2023-01-02,3.2986128
0,2023-01-03,3.7417576
0,2023-01-04,3.2111344
0,2023-01-05,2.8956184
0,2023-01-06,2.9338212
0,2023-01-07,3.2168193
0,2023-01-08,2.8128588
0,2023-01-09,2.6047432
0,2023-01-10,3.083001
0,2023-01-11,3.2693658
0,2023-01-12,4.140931
0,2023-01-13,3.0946193
0,2023-01-14,3.125538
0,2023-01-15,3.5988328
0,2023-01-16,3.2085419
0,2023-01-17,3.2678943
0,2023-01-18,3.5545197
0,2023-01-19,3.5366848
0,2023-01-20,3.1117196
0,2023-01-21,3.1954825
0,2023-01-22,2.432573
0,2023-01-23,1.4246209
0,2023-01-24,4.3510427
0,2023-01-25,3.4105458
0,2023-01-26,1.9365941
0,2023-01-27,1.4772787
0,2023-01-28,3.4050486
0,2023-01-29,3.6970627
0,2023-01-30,3.3502817
0,2023-01-31,2.837356
0,2023-02-01,1.2920105
0,2023-02-02,1.9544107
0,2023-02-03,2.654655
0,2023-02-04,3.2138555
0,2023-02-05,3.3481278
0,2023-02-06,3.7288601
0,2023-02-07,3.7307632
0,2023-02-08,3.4684622
0,2023-02-09,2.6561334
0,2023-02-10,2.883034
0,2023-02-11,3.1264997
0,2023-02-12,3.6330814
0,2023-02-13,4.008981
0,2023-02-14,4.526102
0,2023-02-15,4.5148997
0,2023-02-16,5.3552675
0,2023-02-17,4.3386707
0,2023-02-18,3.727367
0,2023-02-19,3.3867953
0,2023-02-20,4.244347
0,2023-02-21,4.5211105
0,2023-02-22,5.5898714
0,2023-02-23,4.6531053
0,2023-02-24,4.4122987
0,2023-02-25,3.7154348
0,2023-02-26,4.7015142
0,2023-02-27,4.887308
0,2023-02-28,4.984306
0,2023-03-01,5.272121
0,2023-03-02,6.1044188
0,2023-03-03,5.980134
0,2023-03-04,4.8747163
0,2023-03-05,4.7048974
0,2023-03-06,5.059359
0,2023-03-07,4.6806307
0,2023-03-08,4.8954473
0,2023-03-09,4.91592
0,2023-03-10,4.9967704
0,2023-03-11,5.413424
0,2023-03-12,5.3992944
0,2023-03-13,4.52938
0,2023-03-14,2.0834317
0,2023-03-15,2.916346
0,2023-03-16,5.5296063
0,2023-03-17,5.5589886
0,2023-03-18,5.1234655
0,2023-03-19,2.1549363
0,2023-03-20,2.2401364
0,2023-03-21,5.344057
0,2023-03-22,4.966934
0,2023-03-23,4.8529
0,2023-03-24,6.2202086
0,2023-03-25,6.1719337
