,Parcela,mean,min,max
2022-01-01,8,0.7223590626812952,0.5585864848109113,0.7924710424710425
2022-01-06,8,0.6716468829293624,0.5054704595185996,0.756294058408862
2022-01-16,8,0.6529523816661794,0.5354239256678281,0.7345481408520069
2022-01-31,8,0.56839086127422,0.40700808625336926,0.6463932107496464
2022-02-15,8,0.5802365079250996,0.3856578204404291,0.6891041162227602
2022-03-02,8,0.5472556817163277,0.34380075798592313,0.6529588766298897
2022-03-17,8,0.5165114111909713,0.35567783891945975,0.6141785957736878
2022-03-22,8,0.512298373793604,0.30775862068965515,0.6104121475054229
2022-03-27,8,0.4983917162071361,0.3310225303292894,0.6422693806842789
2022-04-06,8,0.38262574591089354,0.28884908195253023,0.47459086993970717
2022-04-11,8,0.4375259438098599,0.3109575518262586,0.5518028297581014
2022-04-16,8,0.4567748423147933,0.33523537803138376,0.5703016241299304
2022-05-16,8,0.2563310772380801,0.17233294255568582,0.4079885877318117
2022-05-21,8,0.18552004441255174,0.1541964866623292,0.2515151515151515
2022-05-26,8,0.20208159494490682,0.07560137457044673,0.358609794628752
2022-06-05,8,0.21429808882222828,0.16510538641686182,0.30940834141610085
2022-06-10,8,0.22604651117092575,0.15862068965517243,0.31262729124236255
2022-06-30,8,0.32165331871630937,0.19480519480519481,0.46019783325482805
2022-07-20,8,0.45135710543530344,0.2998160637645616,0.5890263582571275
2022-07-30,8,0.5342798641392327,0.3621825023518344,0.6934731934731935
2022-08-09,8,0.6476018426515686,0.46770923834346945,0.7842023748064016
2022-08-14,8,0.6227782718761615,0.20020429009193055,0.7433455961913006
2022-08-24,8,0.6187368339900557,0.4337899543378995,0.7495495495495496
2022-09-13,8,0.7048845476672692,0.5229450327786183,0.8212447356106691
2022-09-23,8,0.7362549481041963,0.5727170236753101,0.8295019157088123
2022-10-13,8,0.7667929708655187,0.5572272971520688,0.8591817316841104
2022-11-27,8,0.8061744201410593,0.6351459951781409,0.865359814289399
2022-12-22,8,0.7755375293951624,0.573734001112966,0.8389587469666887
2022-12-27,8,0.7701043035710914,0.5409652076318743,0.8442028985507246
2023-01-06,8,0.6866324066382767,0.4780827529700942,0.7743820224719101
2023-01-16,8,0.7045883219316551,0.5129107981220657,0.7917485265225933
2023-02-15,8,0.6035448602935509,0.461660497091486,0.6981639050604568
2023-03-02,8,0.5801204265699812,0.3398257303946694,0.6801166747690812
2023-03-12,8,0.5504947302472526,0.3391482811698307,0.6431172614712308
2023-03-17,8,0.5961505207293392,0.4030478192327903,0.6903846153846154
2023-03-27,8,0.5097384835335411,0.3520710059171598,0.5950334288443171
2023-05-01,8,0.5321058919777182,0.35135135135135137,0.6374707259953162
2023-05-16,8,0.2037212318187298,0.12298387096774194,0.3909677419354839
2023-06-05,8,0.3783873094013144,0.25428194993412384,0.4867037724180581
2023-06-15,8,0.37577208766896886,0.26324110671936757,0.5197398978169996
2023-06-20,8,0.3476315321064119,0.24752475247524752,0.47555555555555556
2023-06-25,8,0.34825498147107764,0.2218350754936121,0.504950495049505
