,Parcela,mean,min,max
2022-01-01,11,0.7490473355868474,0.5701171256726812,0.7989263055148853
2022-01-06,11,0.7056887776956002,0.504107088530575,0.7641509433962265
2022-01-16,11,0.6733225823899203,0.4425319267073848,0.7289220917822838
2022-01-31,11,0.4453172624631975,0.23537604456824512,0.6569840868906289
2022-02-15,11,0.19198273819967004,0.13403614457831325,0.4241935483870968
2022-03-02,11,0.18941841434451798,0.14171974522292993,0.3696319018404908
2022-03-17,11,0.2842028111831662,0.20979765708200213,0.4381877022653722
2022-03-22,11,0.3235225332749663,0.2217283950617284,0.48518518518518516
2022-03-27,11,0.34218433575086454,0.21175278622087132,0.5077767612076852
2022-04-06,11,0.35767014555990945,0.2604411074612858,0.48614609571788414
2022-04-11,11,0.4542111872882728,0.27956457199406237,0.5593594699061292
2022-04-16,11,0.45154496146435963,0.29475766567754697,0.5474530831099196
2022-05-16,11,0.5712262560030872,0.3501303214596003,0.6949004158459181
2022-05-21,11,0.5751526567092148,0.36207792207792205,0.6859580355084159
2022-05-26,11,0.47371738438254746,0.1952662721893491,0.6680032076984763
2022-06-05,11,0.67303962426902,0.3905579399141631,0.7775760326827054
2022-06-10,11,0.6853240308580235,0.43730886850152906,0.8003502626970228
2022-06-30,11,0.6909286265387953,0.46259541984732827,0.7998746605389597
2022-07-20,11,0.706158297867107,0.4932084309133489,0.7921273772666961
2022-07-30,11,0.748966467706814,0.5010482180293501,0.8277027027027027
2022-08-09,11,0.7911345599177769,0.5268436578171092,0.8630579680872551
2022-08-14,11,0.730833566007064,0.38095238095238093,0.8113485630066323
2022-08-24,11,0.7600791904265015,0.49687677455990914,0.8275095940214098
2022-09-13,11,0.7863792476485474,0.4815267175572519,0.838655462184874
2022-09-23,11,0.7806466452087504,0.4889589905362776,0.8277554663096832
2022-10-13,11,0.7923855380841086,0.4955520669806384,0.8541387024608501
2022-11-27,11,0.7560276928668199,0.5261146496815287,0.8716723549488055
2022-12-22,11,0.7303955439552818,0.5486194477791116,0.7847053093034584
2022-12-27,11,0.7158245134462963,0.5168707076739325,0.8322381136451488
2023-01-06,11,0.6431577607818117,0.46798343421471805,0.7106172839506173
2023-01-16,11,0.6515249678671563,0.46395563770794823,0.782708492731446
2023-02-15,11,0.5680951058355906,0.42966611932129173,0.6423405654174885
2023-03-02,11,0.1773434134866794,0.1393880524526469,0.3712177121771218
2023-03-12,11,0.2004446517257736,0.1401098901098901,0.38919342208300706
2023-03-17,11,0.2555686565486838,0.18707015130674004,0.4185445142223864
2023-03-27,11,0.2746342815547487,0.18595279217040875,0.4430051813471503
2023-05-01,11,0.5251985166004063,0.31494252873563217,0.7280788177339902
2023-05-16,11,0.6205151290904313,0.4365647364996747,0.7726190476190476
2023-06-05,11,0.6325429761457373,0.42061792597124503,0.7618469015795869
2023-06-15,11,0.6006737405760912,0.41992294991744633,0.7262737262737263
2023-06-20,11,0.5902709589345027,0.4087665647298675,0.7005296100144439
2023-06-25,11,0.6338976272826616,0.4181620445894508,0.7808147174770039
