,Parcela,mean,min,max
2022-01-01,5,0.7424358864591907,0.3979197622585438,0.8174292940905955
2022-01-06,5,0.6944049613207353,0.35544430538172717,0.7948597029002594
2022-01-16,5,0.6804270229301999,0.3677349266702879,0.7576476167891866
2022-01-31,5,0.5851783277343107,0.3123272526257601,0.7097203728362184
2022-02-15,5,0.6211298754433161,0.3022490400438837,0.7264552768575485
2022-03-02,5,0.5928204042170186,0.26944873776403916,0.7022058823529411
2022-03-17,5,0.5605044065685645,0.29682466635987115,0.6728209531987978
2022-03-22,5,0.2549158593726447,0.2091481604242625,0.37175427485750473
2022-03-27,5,0.48509055030347814,0.0,107.42622950819673
2022-04-06,5,0.16188458833914862,0.11378848728246319,0.2994039431453462
2022-04-11,5,0.20584169327939583,0.14777777777777779,0.3333333333333333
2022-04-16,5,0.22306048122812822,0.15965166908563136,0.34146341463414637
2022-05-16,5,0.3746604057333555,0.23051409618573798,0.67003367003367
2022-05-21,5,0.38678793894046265,0.25981308411214954,0.5711610486891385
2022-05-26,5,0.3643752338079368,0.1745583038869258,0.5187660668380463
2022-06-05,5,0.44135877010611346,0.24696707105719237,0.7153488372093023
2022-06-10,5,0.5078859727393922,0.2568888888888889,0.698026617714548
2022-06-30,5,0.5460469471588525,0.30359355638166047,0.72639336711193
2022-07-20,5,0.6229162196265741,0.35552710200597526,0.7693304535637149
2022-07-30,5,0.690923436311477,0.4094887148779364,0.8234691787835348
2022-08-09,5,0.7547860337254664,0.4198922097011269,0.8608695652173913
2022-08-14,5,0.6701740137889667,0.13723776223776224,0.8275736631502365
2022-08-24,5,0.7252183538683387,0.4357142857142857,0.8258972833630776
2022-09-13,5,0.7592285721743022,0.5596730245231608,0.8483157677206035
2022-09-23,5,0.7555522197429452,0.5440337385264202,0.8300086730268864
2022-10-13,5,0.7539869452481616,0.39509803921568626,0.8364274962368289
2022-11-27,5,0.7744787424979721,0.4142705005324814,0.8700882117080995
2022-12-22,5,0.7511304111769074,0.4365122615803815,0.8473927924300383
2022-12-27,5,0.7464236447604847,0.4459572103362045,0.839262187088274
2023-01-06,5,0.6420131818182985,0.36894824707846413,0.7689075630252101
2023-01-16,5,0.681210042265014,0.42962184873949577,0.7882589061716005
2023-02-15,5,0.6000990510433273,0.3810667948101874,0.7043478260869566
2023-03-02,5,0.5723567909544107,0.31142857142857144,0.672085462145843
2023-03-12,5,0.5422662267771919,0.31096408317580343,0.6498269896193771
2023-03-17,5,0.5868096892562304,0.335022807906741,0.7000228990153423
2023-03-27,5,0.504255713702617,0.2457627118644068,0.6465028355387523
2023-05-01,5,0.22099524030399278,0.1504938988959907,0.5566160520607375
2023-05-16,5,0.24794473210814844,0.15854495538778313,0.6450304259634888
2023-06-05,5,0.4620138525500389,0.29320388349514565,0.7233201581027668
2023-06-15,5,0.43255156022061975,0.286925479696564,0.6830551109078435
2023-06-20,5,0.3989988627795055,0.25717017208413,0.683459652251449
2023-06-25,5,0.38867838236465524,0.22464152947424323,0.7041898031297325
